"sn","date","branch","pizza_sold","category","price","quantity","timevalue","time_range","total_sales"
3264,"2015-12-08","Ibadan","Beef Suya","Beef","3000",5,"09:13:28","Morning to Afternoon","15000"
3265,"2015-12-05","Ikoyi","Hot Veggie","Vegetable","4000",1,"09:13:28","Morning to Afternoon","4000"
3266,"2015-12-07","Ikoyi","BBQ Philly Steak","Beef","4000",2,"09:13:28","Morning to Afternoon","8000"
3267,"2015-12-06","Ikoyi","BBQ Chicken","Chicken","4000",5,"09:13:30","Morning to Afternoon","20000"
3268,"2015-12-08","Ibadan","Chicken Bali","Chicken","2000",4,"09:13:31","Morning to Afternoon","8000"
3269,"2015-12-13","Surulere","Chicken Legend","Chicken","2000",1,"09:13:31","Morning to Afternoon","2000"
3270,"2015-12-11","Ikoyi","Pepperoni Feast","Salami","4000",1,"09:13:31","Morning to Afternoon","4000"
3271,"2015-12-04","Surulere","Chicken Feast","Chicken","2000",4,"09:13:32","Morning to Afternoon","8000"
3272,"2015-12-04","Ikoyi","Pepperoni Suya","Pepperoni/Beef","3000",1,"09:13:32","Morning to Afternoon","3000"
3273,"2015-12-03","Ibadan","Chicken Bali","Chicken","2000",1,"09:13:36","Morning to Afternoon","2000"
3274,"2015-12-11","Gbagada","Beef Suya","Beef","3000",4,"09:13:36","Morning to Afternoon","12000"
3275,"2015-12-05","Ibadan","Italiano","Tomato/Cheese","3000",5,"09:13:36","Morning to Afternoon","15000"
3276,"2015-12-04","Ibadan","Chicken Suya","Chicken","4000",2,"09:13:36","Morning to Afternoon","8000"
3277,"2015-12-05","Surulere","Chicken Suya","Chicken","4000",5,"09:13:37","Morning to Afternoon","20000"
3278,"2015-12-12","Lekki","Hot Veggie","Vegetable","4000",4,"09:13:37","Morning to Afternoon","16000"
3279,"2015-12-06","Ibadan","Pepperoni Suya","Pepperoni/Beef","3000",5,"09:13:39","Morning to Afternoon","15000"
3280,"2015-12-14","Ikoyi","Meatzaa","Beef","2000",5,"09:13:39","Morning to Afternoon","10000"
3281,"2015-12-15","Surulere","Meatzaa","Beef","2000",3,"09:13:41","Morning to Afternoon","6000"
3282,"2015-12-07","Ibadan","Chicken Bali","Chicken","2000",3,"09:13:41","Morning to Afternoon","6000"
3283,"2015-12-05","Surulere","Italiano","Tomato/Cheese","3000",4,"09:13:43","Morning to Afternoon","12000"
3284,"2015-12-09","Ikoyi","Veggie Supreme","Vegetable","3000",1,"09:13:45","Morning to Afternoon","3000"
3285,"2015-12-06","Surulere","Chicken Feast","Chicken","2000",4,"09:13:46","Morning to Afternoon","8000"
3286,"2015-12-05","Ibadan","Chicken Feast","Chicken","2000",3,"09:13:47","Morning to Afternoon","6000"
3287,"2015-12-13","Ikoyi","Chicken Bali","Chicken","2000",3,"09:13:48","Morning to Afternoon","6000"
3289,"2015-12-04","Gbagada","Extravaganza","Pepperoni/Beef","2000",5,"09:13:52","Morning to Afternoon","10000"
3290,"2015-12-05","Surulere","Chicken Bali","Chicken","2000",5,"09:13:52","Morning to Afternoon","10000"
3291,"2015-12-06","Ikoyi","Margarita","Vegetable","4000",5,"09:13:54","Morning to Afternoon","20000"
3292,"2015-12-08","Ikoyi","Chicken Legend","Chicken","2000",3,"09:13:54","Morning to Afternoon","6000"
3293,"2015-12-12","Lekki","Veggie Supreme","Vegetable","3000",3,"09:13:55","Morning to Afternoon","9000"
3294,"2015-12-09","Ikoyi","Veggie Supreme","Vegetable","3000",5,"09:13:56","Morning to Afternoon","15000"
3295,"2015-12-11","Lekki","Veggie Supreme","Vegetable","3000",5,"09:13:56","Morning to Afternoon","15000"
3296,"2015-12-06","Ibadan","Hot Pepperoni Feast","Salami","4000",3,"09:13:57","Morning to Afternoon","12000"
3297,"2015-12-06","Lekki","Margarita","Vegetable","4000",3,"09:13:58","Morning to Afternoon","12000"
3298,"2015-12-12","Gbagada","Chicken Bali","Chicken","2000",5,"09:13:59","Morning to Afternoon","10000"
3299,"2015-12-03","Ikoyi","Chicken Feast","Chicken","2000",5,"09:13:59","Morning to Afternoon","10000"
3300,"2015-12-09","Gbagada","Chicken Bali","Chicken","2000",1,"09:14:00","Morning to Afternoon","2000"
3301,"2015-12-11","Gbagada","Margarita","Vegetable","4000",2,"09:14:00","Morning to Afternoon","8000"
3302,"2015-12-07","Ikoyi","Chicken Feast","Chicken","2000",5,"09:14:01","Morning to Afternoon","10000"
3303,"2015-12-05","Gbagada","Pepperoni Feast","Salami","4000",1,"09:14:03","Morning to Afternoon","4000"
3304,"2015-12-05","Lekki","Hot Veggie","Vegetable","4000",5,"09:14:03","Morning to Afternoon","20000"
3305,"2015-12-04","Gbagada","Chicken Legend","Chicken","2000",1,"09:14:04","Morning to Afternoon","2000"
3306,"2015-12-07","Ikoyi","Pepperoni Suya","Pepperoni/Beef","3000",1,"09:14:06","Morning to Afternoon","3000"
3307,"2015-12-03","Ibadan","Chicken Legend","Chicken","2000",1,"09:14:07","Morning to Afternoon","2000"
3308,"2015-12-07","Lekki","Chicken Bali","Chicken","2000",3,"09:14:08","Morning to Afternoon","6000"
3309,"2015-12-08","Surulere","BBQ Philly Steak","Beef","4000",4,"09:14:08","Morning to Afternoon","16000"
3310,"2015-12-13","Surulere","Italiano","Tomato/Cheese","3000",2,"09:14:09","Morning to Afternoon","6000"
3311,"2015-12-11","Ibadan","Veggie Supreme","Vegetable","3000",5,"09:14:10","Morning to Afternoon","15000"
3312,"2015-12-06","Ikoyi","BBQ Philly Steak","Beef","4000",5,"09:14:10","Morning to Afternoon","20000"
3313,"2015-12-13","Ikoyi","Chicken Feast","Chicken","2000",3,"09:14:12","Morning to Afternoon","6000"
3314,"2015-12-11","Lekki","Margarita","Vegetable","4000",4,"09:14:16","Morning to Afternoon","16000"
3315,"2015-12-04","Ikoyi","Chicken Bali","Chicken","2000",1,"09:14:18","Morning to Afternoon","2000"
3316,"2015-12-12","Ibadan","Beef Suya","Beef","3000",4,"09:14:23","Morning to Afternoon","12000"
3317,"2015-12-09","Gbagada","Italiano","Tomato/Cheese","3000",1,"09:14:23","Morning to Afternoon","3000"
3318,"2015-12-03","Gbagada","Pepperoni Feast","Salami","4000",5,"09:14:24","Morning to Afternoon","20000"
3319,"2015-12-07","Surulere","Italiano","Tomato/Cheese","3000",5,"09:14:25","Morning to Afternoon","15000"
3320,"2015-12-14","Lekki","Pepperoni Feast","Salami","4000",5,"09:14:25","Morning to Afternoon","20000"
3321,"2015-12-04","Ibadan","Chicken Feast","Chicken","2000",1,"09:14:26","Morning to Afternoon","2000"
3322,"2015-12-15","Lekki","Extravaganza","Pepperoni/Beef","2000",3,"09:14:26","Morning to Afternoon","6000"
3323,"2015-12-13","Surulere","Chicken Bali","Chicken","2000",1,"09:14:27","Morning to Afternoon","2000"
3324,"2015-12-09","Ikoyi","Extravaganza","Pepperoni/Beef","2000",1,"09:14:27","Morning to Afternoon","2000"
3325,"2015-12-05","Ikoyi","Meatzaa","Beef","2000",4,"09:14:29","Morning to Afternoon","8000"
3326,"2015-12-12","Surulere","Hot Veggie","Vegetable","4000",1,"09:14:30","Morning to Afternoon","4000"
3327,"2015-12-03","Lekki","Chicken Suya","Chicken","4000",2,"09:14:31","Morning to Afternoon","8000"
3328,"2015-12-05","Ikoyi","Beef Suya","Beef","3000",4,"09:14:32","Morning to Afternoon","12000"
3329,"2015-12-15","Gbagada","Hot Pepperoni Feast","Salami","4000",2,"09:14:32","Morning to Afternoon","8000"
3330,"2015-12-10","Surulere","Hot Veggie","Vegetable","4000",1,"09:14:32","Morning to Afternoon","4000"
3331,"2015-12-13","Surulere","BBQ Chicken","Chicken","4000",4,"09:14:32","Morning to Afternoon","16000"
3332,"2015-12-12","Ibadan","Margarita","Vegetable","4000",4,"09:14:33","Morning to Afternoon","16000"
3333,"2015-12-14","Surulere","Hot Pepperoni Feast","Salami","4000",1,"09:14:37","Morning to Afternoon","4000"
3334,"2015-12-04","Ikoyi","Hot Veggie","Vegetable","4000",1,"09:14:38","Morning to Afternoon","4000"
3335,"2015-12-14","Ikoyi","Italiano","Tomato/Cheese","3000",4,"09:14:43","Morning to Afternoon","12000"
3336,"2015-12-12","Lekki","Margarita","Vegetable","4000",1,"09:14:43","Morning to Afternoon","4000"
3337,"2015-12-06","Surulere","Beef Suya","Beef","3000",5,"09:14:43","Morning to Afternoon","15000"
3338,"2015-12-07","Gbagada","BBQ Philly Steak","Beef","4000",4,"09:14:44","Morning to Afternoon","16000"
3339,"2015-12-08","Surulere","Pepperoni Feast","Salami","4000",2,"09:14:50","Morning to Afternoon","8000"
3340,"2015-12-04","Gbagada","Veggie Supreme","Vegetable","3000",1,"09:14:51","Morning to Afternoon","3000"
3341,"2015-12-06","Gbagada","Veggie Supreme","Vegetable","3000",2,"09:14:51","Morning to Afternoon","6000"
3342,"2015-12-10","Gbagada","BBQ Chicken","Chicken","4000",3,"09:14:51","Morning to Afternoon","12000"
3343,"2015-12-04","Lekki","Chicken Legend","Chicken","2000",3,"09:14:51","Morning to Afternoon","6000"
3344,"2015-12-13","Lekki","Chicken Bali","Chicken","2000",4,"09:14:53","Morning to Afternoon","8000"
3345,"2015-12-06","Ibadan","Chicken Bali","Chicken","2000",3,"09:14:54","Morning to Afternoon","6000"
3346,"2015-12-04","Surulere","Extravaganza","Pepperoni/Beef","2000",1,"09:14:55","Morning to Afternoon","2000"
3347,"2015-12-14","Gbagada","Margarita","Vegetable","4000",4,"09:14:56","Morning to Afternoon","16000"
3348,"2015-12-10","Gbagada","Chicken Feast","Chicken","2000",4,"09:14:57","Morning to Afternoon","8000"
3349,"2015-12-04","Lekki","Hot Veggie","Vegetable","4000",5,"09:14:59","Morning to Afternoon","20000"
3350,"2015-12-10","Ibadan","Meatzaa","Beef","2000",2,"09:15:00","Morning to Afternoon","4000"
3351,"2015-12-11","Surulere","Beef Suya","Beef","3000",3,"09:15:00","Morning to Afternoon","9000"
3352,"2015-12-09","Lekki","Chicken Bali","Chicken","2000",2,"09:15:02","Morning to Afternoon","4000"
3353,"2015-12-12","Lekki","BBQ Philly Steak","Beef","4000",1,"09:15:03","Morning to Afternoon","4000"
3354,"2015-12-15","Surulere","Extravaganza","Pepperoni/Beef","2000",5,"09:15:03","Morning to Afternoon","10000"
3355,"2015-12-10","Lekki","Beef Suya","Beef","3000",5,"09:15:05","Morning to Afternoon","15000"
3356,"2015-12-15","Ikoyi","Hot Veggie","Vegetable","4000",4,"09:15:06","Morning to Afternoon","16000"
3357,"2015-12-07","Gbagada","Chicken Legend","Chicken","2000",3,"09:15:09","Morning to Afternoon","6000"
3358,"2015-12-05","Lekki","Chicken Bali","Chicken","2000",1,"09:15:11","Morning to Afternoon","2000"
3359,"2015-12-07","Ibadan","BBQ Philly Steak","Beef","4000",3,"09:15:12","Morning to Afternoon","12000"
3360,"2015-12-09","Surulere","Beef Suya","Beef","3000",4,"09:15:13","Morning to Afternoon","12000"
3362,"2015-12-04","Lekki","BBQ Chicken","Chicken","4000",5,"09:15:18","Morning to Afternoon","20000"
3363,"2015-12-07","Ikoyi","Chicken Bali","Chicken","2000",4,"09:15:18","Morning to Afternoon","8000"
3364,"2015-12-06","Ibadan","Meatzaa","Beef","2000",3,"09:15:20","Morning to Afternoon","6000"
3365,"2015-12-13","Ikoyi","Margarita","Vegetable","4000",4,"09:15:20","Morning to Afternoon","16000"
3366,"2015-12-08","Surulere","Chicken Feast","Chicken","2000",1,"09:15:20","Morning to Afternoon","2000"
3367,"2015-12-06","Ikoyi","Chicken Bali","Chicken","2000",2,"09:15:22","Morning to Afternoon","4000"
3368,"2015-12-05","Ikoyi","BBQ Chicken","Chicken","4000",3,"09:15:23","Morning to Afternoon","12000"
3369,"2015-12-14","Gbagada","Meatzaa","Beef","2000",1,"09:15:23","Morning to Afternoon","2000"
3370,"2015-12-09","Surulere","Extravaganza","Pepperoni/Beef","2000",4,"09:15:23","Morning to Afternoon","8000"
3371,"2015-12-07","Gbagada","Margarita","Vegetable","4000",5,"09:15:25","Morning to Afternoon","20000"
3372,"2015-12-03","Surulere","Chicken Feast","Chicken","2000",2,"09:15:25","Morning to Afternoon","4000"
3373,"2015-12-06","Surulere","Veggie Supreme","Vegetable","3000",1,"09:15:25","Morning to Afternoon","3000"
3374,"2015-12-15","Ikoyi","Italiano","Tomato/Cheese","3000",2,"09:15:30","Morning to Afternoon","6000"
3375,"2015-12-07","Ibadan","Hot Pepperoni Feast","Salami","4000",4,"09:15:30","Morning to Afternoon","16000"
3376,"2015-12-11","Ikoyi","Pepperoni Suya","Pepperoni/Beef","3000",4,"09:15:30","Morning to Afternoon","12000"
3377,"2015-12-04","Ibadan","Hot Veggie","Vegetable","4000",2,"09:15:33","Morning to Afternoon","8000"
3378,"2015-12-10","Ibadan","Pepperoni Feast","Salami","4000",1,"09:15:36","Morning to Afternoon","4000"
3379,"2015-12-10","Ikoyi","Chicken Feast","Chicken","2000",2,"09:15:37","Morning to Afternoon","4000"
3380,"2015-12-03","Lekki","Chicken Feast","Chicken","2000",3,"09:15:37","Morning to Afternoon","6000"
3381,"2015-12-03","Gbagada","Veggie Supreme","Vegetable","3000",2,"09:15:38","Morning to Afternoon","6000"
3382,"2015-12-15","Surulere","Beef Suya","Beef","3000",4,"09:15:38","Morning to Afternoon","12000"
3383,"2015-12-11","Lekki","Chicken Suya","Chicken","4000",2,"09:15:39","Morning to Afternoon","8000"
3384,"2015-12-07","Surulere","Hot Pepperoni Feast","Salami","4000",1,"09:15:40","Morning to Afternoon","4000"
3385,"2015-12-15","Surulere","Italiano","Tomato/Cheese","3000",5,"09:15:42","Morning to Afternoon","15000"
3386,"2015-12-12","Ikoyi","Beef Suya","Beef","3000",1,"09:15:43","Morning to Afternoon","3000"
3387,"2015-12-09","Surulere","BBQ Philly Steak","Beef","4000",3,"09:15:44","Morning to Afternoon","12000"
3388,"2015-12-15","Gbagada","Hot Veggie","Vegetable","4000",3,"09:15:45","Morning to Afternoon","12000"
3389,"2015-12-04","Lekki","Meatzaa","Beef","2000",5,"09:15:47","Morning to Afternoon","10000"
4799,"2015-12-06","Ibadan","Meatzaa","Beef","2000",2,"09:39:04","Morning to Afternoon","4000"
3390,"2015-12-03","Surulere","Italiano","Tomato/Cheese","3000",5,"09:15:48","Morning to Afternoon","15000"
3391,"2015-12-12","Ibadan","BBQ Chicken","Chicken","4000",4,"09:15:48","Morning to Afternoon","16000"
3392,"2015-12-10","Surulere","Hot Pepperoni Feast","Salami","4000",5,"09:15:50","Morning to Afternoon","20000"
3393,"2015-12-10","Gbagada","BBQ Chicken","Chicken","4000",3,"09:15:51","Morning to Afternoon","12000"
3394,"2015-12-11","Gbagada","Margarita","Vegetable","4000",4,"09:15:53","Morning to Afternoon","16000"
3395,"2015-12-10","Gbagada","Pepperoni Suya","Pepperoni/Beef","3000",5,"09:15:56","Morning to Afternoon","15000"
3396,"2015-12-10","Surulere","Chicken Suya","Chicken","4000",2,"09:15:57","Morning to Afternoon","8000"
3397,"2015-12-13","Lekki","Hot Veggie","Vegetable","4000",5,"09:15:58","Morning to Afternoon","20000"
3398,"2015-12-05","Ikoyi","Hot Pepperoni Feast","Salami","4000",5,"09:15:58","Morning to Afternoon","20000"
3399,"2015-12-15","Gbagada","Hot Veggie","Vegetable","4000",5,"09:16:01","Morning to Afternoon","20000"
3400,"2015-12-08","Gbagada","Meatzaa","Beef","2000",2,"09:16:01","Morning to Afternoon","4000"
3401,"2015-12-08","Ibadan","BBQ Chicken","Chicken","4000",5,"09:16:03","Morning to Afternoon","20000"
3402,"2015-12-08","Ibadan","Pepperoni Feast","Salami","4000",1,"09:16:03","Morning to Afternoon","4000"
3403,"2015-12-14","Gbagada","Hot Veggie","Vegetable","4000",4,"09:16:03","Morning to Afternoon","16000"
3404,"2015-12-08","Surulere","Pepperoni Suya","Pepperoni/Beef","3000",2,"09:16:03","Morning to Afternoon","6000"
3405,"2015-12-07","Gbagada","Chicken Legend","Chicken","2000",2,"09:16:03","Morning to Afternoon","4000"
3406,"2015-12-05","Lekki","Hot Veggie","Vegetable","4000",3,"09:16:04","Morning to Afternoon","12000"
3407,"2015-12-15","Ikoyi","Hot Pepperoni Feast","Salami","4000",5,"09:16:04","Morning to Afternoon","20000"
3408,"2015-12-06","Ibadan","Chicken Legend","Chicken","2000",2,"09:16:05","Morning to Afternoon","4000"
3409,"2015-12-04","Lekki","Pepperoni Feast","Salami","4000",1,"09:16:07","Morning to Afternoon","4000"
3410,"2015-12-09","Gbagada","Pepperoni Suya","Pepperoni/Beef","3000",5,"09:16:08","Morning to Afternoon","15000"
3411,"2015-12-10","Surulere","Margarita","Vegetable","4000",1,"09:16:08","Morning to Afternoon","4000"
3412,"2015-12-12","Ikoyi","Pepperoni Suya","Pepperoni/Beef","3000",1,"09:16:09","Morning to Afternoon","3000"
3413,"2015-12-10","Ikoyi","Chicken Legend","Chicken","2000",3,"09:16:10","Morning to Afternoon","6000"
3414,"2015-12-06","Surulere","BBQ Chicken","Chicken","4000",2,"09:16:11","Morning to Afternoon","8000"
3415,"2015-12-14","Ikoyi","Extravaganza","Pepperoni/Beef","2000",5,"09:16:12","Morning to Afternoon","10000"
3416,"2015-12-09","Lekki","Italiano","Tomato/Cheese","3000",5,"09:16:13","Morning to Afternoon","15000"
3417,"2015-12-08","Lekki","Extravaganza","Pepperoni/Beef","2000",3,"09:16:17","Morning to Afternoon","6000"
3418,"2015-12-06","Surulere","Pepperoni Feast","Salami","4000",1,"09:16:23","Morning to Afternoon","4000"
3419,"2015-12-06","Gbagada","Hot Pepperoni Feast","Salami","4000",5,"09:16:23","Morning to Afternoon","20000"
3420,"2015-12-10","Surulere","BBQ Philly Steak","Beef","4000",5,"09:16:23","Morning to Afternoon","20000"
3421,"2015-12-03","Ikoyi","Chicken Feast","Chicken","2000",4,"09:16:25","Morning to Afternoon","8000"
3422,"2015-12-11","Lekki","Margarita","Vegetable","4000",3,"09:16:26","Morning to Afternoon","12000"
3423,"2015-12-13","Ibadan","Pepperoni Suya","Pepperoni/Beef","3000",1,"09:16:26","Morning to Afternoon","3000"
3424,"2015-12-05","Gbagada","Margarita","Vegetable","4000",2,"09:16:26","Morning to Afternoon","8000"
3425,"2015-12-15","Gbagada","BBQ Chicken","Chicken","4000",5,"09:16:28","Morning to Afternoon","20000"
3426,"2015-12-05","Surulere","Italiano","Tomato/Cheese","3000",1,"09:16:30","Morning to Afternoon","3000"
3427,"2015-12-11","Lekki","Hot Pepperoni Feast","Salami","4000",3,"09:16:30","Morning to Afternoon","12000"
3428,"2015-12-03","Surulere","Beef Suya","Beef","3000",3,"09:16:30","Morning to Afternoon","9000"
3429,"2015-12-03","Gbagada","Italiano","Tomato/Cheese","3000",3,"09:16:31","Morning to Afternoon","9000"
3430,"2015-12-04","Gbagada","Extravaganza","Pepperoni/Beef","2000",5,"09:16:33","Morning to Afternoon","10000"
3431,"2015-12-08","Gbagada","Hot Pepperoni Feast","Salami","4000",2,"09:16:33","Morning to Afternoon","8000"
3432,"2015-12-07","Ibadan","Pepperoni Suya","Pepperoni/Beef","3000",5,"09:16:33","Morning to Afternoon","15000"
3433,"2015-12-05","Ikoyi","Italiano","Tomato/Cheese","3000",2,"09:16:34","Morning to Afternoon","6000"
3434,"2015-12-09","Surulere","Chicken Suya","Chicken","4000",4,"09:16:34","Morning to Afternoon","16000"
3435,"2015-12-06","Ibadan","Margarita","Vegetable","4000",5,"09:16:34","Morning to Afternoon","20000"
3436,"2015-12-10","Ibadan","Pepperoni Suya","Pepperoni/Beef","3000",2,"09:16:37","Morning to Afternoon","6000"
3437,"2015-12-05","Surulere","Hot Veggie","Vegetable","4000",5,"09:16:41","Morning to Afternoon","20000"
3438,"2015-12-13","Gbagada","Pepperoni Suya","Pepperoni/Beef","3000",2,"09:16:42","Morning to Afternoon","6000"
3439,"2015-12-11","Ikoyi","Veggie Supreme","Vegetable","3000",3,"09:16:42","Morning to Afternoon","9000"
3440,"2015-12-15","Surulere","Pepperoni Suya","Pepperoni/Beef","3000",2,"09:16:43","Morning to Afternoon","6000"
3441,"2015-12-06","Lekki","Pepperoni Feast","Salami","4000",3,"09:16:45","Morning to Afternoon","12000"
3442,"2015-12-09","Ibadan","Pepperoni Suya","Pepperoni/Beef","3000",4,"09:16:45","Morning to Afternoon","12000"
3443,"2015-12-06","Surulere","Veggie Supreme","Vegetable","3000",2,"09:16:48","Morning to Afternoon","6000"
3444,"2015-12-11","Gbagada","BBQ Philly Steak","Beef","4000",4,"09:16:48","Morning to Afternoon","16000"
3445,"2015-12-03","Lekki","Meatzaa","Beef","2000",3,"09:16:50","Morning to Afternoon","6000"
3446,"2015-12-08","Surulere","Chicken Bali","Chicken","2000",5,"09:16:50","Morning to Afternoon","10000"
3447,"2015-12-06","Ikoyi","Hot Veggie","Vegetable","4000",1,"09:16:51","Morning to Afternoon","4000"
3448,"2015-12-14","Gbagada","BBQ Chicken","Chicken","4000",3,"09:16:53","Morning to Afternoon","12000"
3449,"2015-12-14","Gbagada","Meatzaa","Beef","2000",5,"09:16:54","Morning to Afternoon","10000"
3450,"2015-12-05","Ikoyi","BBQ Philly Steak","Beef","4000",1,"09:16:56","Morning to Afternoon","4000"
3451,"2015-12-11","Ibadan","Chicken Feast","Chicken","2000",1,"09:16:56","Morning to Afternoon","2000"
